tyler_id,default_id,dex_number,species,form,name,other_forms,type1,type2,ability1,ability2,ability3,base_hp,base_atk,base_def,base_spa,base_dpd,base_spe,exp_yield,hp_yield,atk_yield,def_yield,spa_yield,spd_yield,spe_yield,class,male_%,female_%,catch_rate,base_friendship,evo_method,evo_condition,evo_time,special_evo,pre_evo,egg_group1,egg_group2,hatch_cycles,exp_group,eviolite
633,496,496,Servine,normal,Servine,,Grass,,Overgrow,Overgrow,Contrary,60,60,75,60,75,83,145,0,0,0,0,0,2,Grass Snake Pokémon,0.875,0.125,45,70,Level,17,Any,,Snivy,Field,Grass,20,medium_slow,1
634,497,497,Serperior,normal,Serperior,,Grass,,Overgrow,Overgrow,Contrary,75,75,95,75,95,113,238,0,0,0,0,0,3,Regal Pokémon,0.875,0.125,45,70,Level,36,Any,,Servine,Field,Grass,20,medium_slow,0
635,498,498,Tepig,normal,Tepig,,Fire,,Blaze,Blaze,Thick Fat,65,63,45,45,45,45,62,1,0,0,0,0,0,Fire Pig Pokémon,0.875,0.125,45,70,,,Any,,,Field,,20,medium_slow,1
636,499,499,Pignite,normal,Pignite,,Fire,Fighting,Blaze,Blaze,Thick Fat,90,93,55,70,55,55,146,0,2,0,0,0,0,Fire Pig Pokémon,0.875,0.125,45,70,Level,17,Any,,Tepig,Field,,20,medium_slow,1
637,500,500,Emboar,normal,Emboar,,Fire,Fighting,Blaze,Blaze,Reckless,110,123,65,100,65,65,238,0,3,0,0,0,0,Mega Fire Pig Pokémon,0.875,0.125,45,70,Level,36,Any,,Pignite,Field,,20,medium_slow,0
638,501,501,Oshawott,normal,Oshawott,,Water,,Torrent,Torrent,Shell Armor,55,55,45,63,45,45,62,0,0,0,1,0,0,Sea Otter Pokémon,0.875,0.125,45,70,,,Any,,,Field,,20,medium_slow,1
639,502,502,Dewott,normal,Dewott,,Water,,Torrent,Torrent,Shell Armor,75,75,60,83,60,60,145,0,0,0,2,0,0,Discipline Pokémon,0.875,0.125,45,70,Level,17,Any,,Oshawott,Field,,20,medium_slow,1
640,503,503,Samurott,normal,Samurott,,Water,,Torrent,Torrent,Shell Armor,95,100,85,108,70,70,238,0,0,0,3,0,0,Formidable Pokémon,0.875,0.125,45,70,Level,36,Any,,Dewott,Field,,20,medium_slow,0
641,504,504,Patrat,normal,Patrat,,Normal,,Run Away,Keen Eye,Analytic,45,55,39,35,39,42,51,0,1,0,0,0,0,Scout Pokémon,0.5,0.5,255,70,,,Any,,,Field,,15,medium_fast,1
642,505,505,Watchog,normal,Watchog,,Normal,,Illuminate,Keen Eye,Analytic,60,85,69,60,69,77,147,0,2,0,0,0,0,Lookout Pokémon,0.5,0.5,255,70,Level,20,Any,,Patrat,Field,,15,medium_fast,0
643,506,506,Lillipup,normal,Lillipup,,Normal,,Vital Spirit,Pickup,Run Away,45,60,45,25,45,55,55,0,1,0,0,0,0,Puppy Pokémon,0.5,0.5,255,70,,,Any,,,Field,,15,medium_slow,1
644,507,507,Herdier,normal,Herdier,,Normal,,Intimidate,Sand Rush,Scrappy,65,80,65,35,65,60,130,0,2,0,0,0,0,Loyal Dog Pokémon,0.5,0.5,120,70,Level,16,Any,,Lillipup,Field,,15,medium_slow,1
645,508,508,Stoutland,normal,Stoutland,,Normal,,Intimidate,Sand Rush,Scrappy,85,110,90,45,90,80,225,0,3,0,0,0,0,Big-Hearted Pokémon,0.5,0.5,45,70,Level,32,Any,,Herdier,Field,,15,medium_slow,0
646,509,509,Purrloin,normal,Purrloin,,Dark,,Limber,Unburden,Prankster,41,50,37,50,37,66,56,0,0,0,0,0,1,Devious Pokémon,0.5,0.5,255,70,,,Any,,,Field,,20,medium_fast,1
647,510,510,Liepard,normal,Liepard,,Dark,,Limber,Unburden,Prankster,64,88,50,88,50,106,156,0,0,0,0,0,2,Cruel Pokémon,0.5,0.5,90,70,Level,20,Any,,Purrloin,Field,,20,medium_fast,0
648,511,511,Pansage,normal,Pansage,,Grass,,Gluttony,Gluttony,Overgrow,50,53,48,53,48,64,63,0,0,0,0,0,1,Grass Monkey Pokémon,0.875,0.125,190,70,,,Any,,,Field,,20,medium_fast,1
649,512,512,Simisage,normal,Simisage,,Grass,,Gluttony,Gluttony,Overgrow,75,98,63,98,63,101,174,0,0,0,0,0,2,Thorn Monkey Pokémon,0.875,0.125,75,70,Stone,Leaf Stone,Any,,Pansage,Field,,20,medium_fast,0
650,513,513,Pansear,normal,Pansear,,Fire,,Gluttony,Gluttony,Blaze,50,53,48,53,48,64,63,0,0,0,0,0,1,High Temp Pokémon,0.875,0.125,190,70,,,Any,,,Field,,20,medium_fast,1
651,514,514,Simisear,normal,Simisear,,Fire,,Gluttony,Gluttony,Blaze,75,98,63,98,63,101,174,0,0,0,0,0,2,Ember Pokémon,0.875,0.125,75,70,Stone,Fire Stone,Any,,Pansear,Field,,20,medium_fast,0
652,515,515,Panpour,normal,Panpour,,Water,,Gluttony,Gluttony,Torrent,50,53,48,53,48,64,63,0,0,0,0,0,1,Spray Pokémon,0.875,0.125,190,70,,,Any,,,Field,,20,medium_fast,1
653,516,516,Simipour,normal,Simipour,,Water,,Gluttony,Gluttony,Torrent,75,98,63,98,63,101,174,0,0,0,0,0,2,Geyser Pokémon,0.875,0.125,75,70,Stone,Water Stone,Any,,Panpour,Field,,20,medium_fast,0
654,517,517,Munna,normal,Munna,,Psychic,,Forewarn,Synchronize,Telepathy,76,25,45,67,55,24,58,1,0,0,0,0,0,Dream Eater Pokémon,0.5,0.5,190,70,,,Any,,,Field,,10,fast,1
655,518,518,Musharna,normal,Musharna,,Psychic,,Forewarn,Synchronize,Telepathy,116,55,85,107,95,29,170,2,0,0,0,0,0,Drowsing Pokémon,0.5,0.5,75,70,Stone,Moon Stone,Any,,Munna,Field,,10,fast,0
656,519,519,Pidove,normal,Pidove,,Normal,Flying,Big Pecks,Super Luck,Rivalry,50,55,50,36,30,43,53,0,1,0,0,0,0,Tiny Pigeon Pokémon,0.5,0.5,255,70,,,Any,,,Flying,,15,medium_slow,1
657,520,520,Tranquill,normal,Tranquill,,Normal,Flying,Big Pecks,Super Luck,Rivalry,62,77,62,50,42,65,125,0,2,0,0,0,0,Wild Pigeon Pokémon,0.5,0.5,120,70,Level,21,Any,,Pidove,Flying,,15,medium_slow,1
658,521,521,Unfezant,normal,Unfezant,,Normal,Flying,Big Pecks,Super Luck,Rivalry,80,115,80,65,55,93,220,0,3,0,0,0,0,Proud Pokémon,0.5,0.5,45,70,Level,32,Any,,Tranquill,Flying,,15,medium_slow,0
659,522,522,Blitzle,normal,Blitzle,,Electric,,Lightning Rod,Motor Drive,Sap Sipper,45,60,32,50,32,76,59,0,0,0,0,0,1,Electrified Pokémon,0.5,0.5,190,70,,,Any,,,Field,,20,medium_fast,1
660,523,523,Zebstrika,normal,Zebstrika,,Electric,,Lightning Rod,Motor Drive,Sap Sipper,75,100,63,80,63,116,174,0,0,0,0,0,2,Thunderbolt Pokémon,0.5,0.5,75,70,Level,27,Any,,Blitzle,Field,,20,medium_fast,0
661,524,524,Roggenrola,normal,Roggenrola,,Rock,,Sturdy,Weak Armor,Sand Force,55,75,85,25,25,15,56,0,0,1,0,0,0,Mantle Pokémon,0.5,0.5,255,70,,,Any,,,Mineral,,15,medium_slow,1
662,525,525,Boldore,normal,Boldore,,Rock,,Sturdy,Weak Armor,Sand Force,70,105,105,50,40,20,137,0,1,1,0,0,0,Ore Pokémon,0.5,0.5,120,70,Level,25,Any,,Roggenrola,Mineral,,15,medium_slow,1
663,526,526,Gigalith,normal,Gigalith,,Rock,,Sturdy,Sand Stream,Sand Force,85,135,130,60,80,25,232,0,3,0,0,0,0,Compressed Pokémon,0.5,0.5,45,70,Trade,,Any,,Boldore,Mineral,,15,medium_slow,0
664,527,527,Woobat,normal,Woobat,,Psychic,Flying,Unaware,Klutz,Simple,65,45,43,55,43,72,65,0,0,0,0,0,1,Bat Pokémon,0.5,0.5,190,70,,,Any,,,Field,Flying,15,medium_fast,1
665,528,528,Swoobat,normal,Swoobat,,Psychic,Flying,Unaware,Klutz,Simple,67,57,55,77,55,114,149,0,0,0,0,0,2,Courting Pokémon,0.5,0.5,45,70,High friendship,,Any,,Woobat,Field,Flying,15,medium_fast,0
666,529,529,Drilbur,normal,Drilbur,,Ground,,Sand Rush,Sand Force,Mold Breaker,60,85,40,30,45,68,66,0,1,0,0,0,0,Mole Pokémon,0.5,0.5,120,70,,,Any,,,Field,,20,medium_fast,1
667,530,530,Excadrill,normal,Excadrill,,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,110,135,60,50,65,88,178,0,2,0,0,0,0,Subterrene Pokémon,0.5,0.5,60,70,Level,31,Any,,Drilbur,Field,,20,medium_fast,0
668,531,531,Audino,normal,Audino,"normal, mega",Normal,,Healer,Regenerator,Klutz,103,60,86,60,86,50,390,2,0,0,0,0,0,Hearing Pokémon,0.5,0.5,255,70,,,Any,,,Fairy,,20,fast,0
669,941,531,Audino,mega,Audino (Mega Audino),"normal, mega",Normal,Fairy,Healer,Healer,Healer,103,60,126,80,126,50,425,2,0,0,0,0,0,Hearing Pokémon,0.5,0.5,255,70,Mega,,Any,,Audino,Fairy,,20,fast,0
670,532,532,Timburr,normal,Timburr,,Fighting,,Guts,Sheer Force,Iron Fist,75,80,55,25,35,35,61,0,1,0,0,0,0,Muscular Pokémon,0.75,0.25,180,70,,,Any,,,Human-Like,,20,medium_slow,1
671,533,533,Gurdurr,normal,Gurdurr,,Fighting,,Guts,Sheer Force,Iron Fist,85,105,85,40,50,40,142,0,2,0,0,0,0,Muscular Pokémon,0.75,0.25,90,70,Level,25,Any,,Timburr,Human-Like,,20,medium_slow,1
672,534,534,Conkeldurr,normal,Conkeldurr,,Fighting,,Guts,Sheer Force,Iron Fist,105,140,95,55,65,45,227,0,3,0,0,0,0,Muscular Pokémon,0.75,0.25,45,70,Trade,,Any,,Gurdurr,Human-Like,,20,medium_slow,0
673,535,535,Tympole,normal,Tympole,,Water,,Swift Swim,Hydration,Water Absorb,50,50,40,50,40,64,59,0,0,0,0,0,1,Tadpole Pokémon,0.5,0.5,255,70,,,Any,,,Water 1,,20,medium_slow,1
674,536,536,Palpitoad,normal,Palpitoad,,Water,Ground,Swift Swim,Hydration,Water Absorb,75,65,55,65,55,69,134,2,0,0,0,0,0,Vibration Pokémon,0.5,0.5,120,70,Level,25,Any,,Tympole,Water 1,,20,medium_slow,1
675,537,537,Seismitoad,normal,Seismitoad,,Water,Ground,Swift Swim,Poison Touch,Water Absorb,105,95,75,85,75,74,229,3,0,0,0,0,0,Vibration Pokémon,0.5,0.5,45,70,Level,36,Any,,Palpitoad,Water 1,,20,medium_slow,0
676,538,538,Throh,normal,Throh,,Fighting,,Guts,Inner Focus,Mold Breaker,120,100,85,30,85,45,163,2,0,0,0,0,0,Judo Pokémon,1,0,45,70,,,Any,,,Human-Like,,20,medium_fast,0
677,539,539,Sawk,normal,Sawk,,Fighting,,Sturdy,Inner Focus,Mold Breaker,75,125,75,30,75,85,163,0,2,0,0,0,0,Karate Pokémon,1,0,45,70,,,Any,,,Human-Like,,20,medium_fast,0
678,540,540,Sewaddle,normal,Sewaddle,,Bug,Grass,Swarm,Chlorophyll,Overcoat,45,53,70,40,60,42,62,0,0,1,0,0,0,Sewing Pokémon,0.5,0.5,255,70,,,Any,,,Bug,,15,medium_slow,1
679,541,541,Swadloon,normal,Swadloon,,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,55,63,90,50,80,42,133,0,0,2,0,0,0,Leaf-Wrapped Pokémon,0.5,0.5,120,70,Level,20,Any,,Sewaddle,Bug,,15,medium_slow,1
680,542,542,Leavanny,normal,Leavanny,,Bug,Grass,Swarm,Chlorophyll,Overcoat,75,103,80,70,80,92,225,0,3,0,0,0,0,Nurturing Pokémon,0.5,0.5,45,70,High friendship,,Any,,Swadloon,Bug,,15,medium_slow,0
681,543,543,Venipede,normal,Venipede,,Bug,Poison,Poison Point,Swarm,Speed Boost,30,45,59,30,39,57,52,0,0,1,0,0,0,Centipede Pokémon,0.5,0.5,255,70,,,Any,,,Bug,,15,medium_slow,1
682,544,544,Whirlipede,normal,Whirlipede,,Bug,Poison,Poison Point,Swarm,Speed Boost,40,55,99,40,79,47,126,0,0,2,0,0,0,Curlipede Pokémon,0.5,0.5,120,70,Level,22,Any,,Venipede,Bug,,15,medium_slow,1
683,545,545,Scolipede,normal,Scolipede,,Bug,Poison,Poison Point,Swarm,Speed Boost,60,100,89,55,69,112,218,0,0,0,0,0,3,Megapede Pokémon,0.5,0.5,45,70,Level,30,Any,,Whirlipede,Bug,,15,medium_slow,0
684,546,546,Cottonee,normal,Cottonee,,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,40,27,60,37,50,66,56,0,0,0,0,0,1,Cotton Puff Pokémon,0.5,0.5,190,70,,,Any,,,Grass,Fairy,20,medium_fast,1
685,547,547,Whimsicott,normal,Whimsicott,,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,60,67,85,77,75,116,168,0,0,0,0,0,2,Windveiled Pokémon,0.5,0.5,75,70,Trade,,Any,,Cottonee,Grass,Fairy,20,medium_fast,0
686,548,548,Petilil,normal,Petilil,,Grass,,Chlorophyll,Own Tempo,Leaf Guard,45,35,50,70,50,30,56,0,0,0,1,0,0,Bulb Pokémon,0,1,190,70,,,Any,,,Grass,,20,medium_fast,1
687,549,549,Lilligant,normal,Lilligant,,Grass,,Chlorophyll,Own Tempo,Leaf Guard,70,60,75,110,75,90,168,0,0,0,2,0,0,Flowering Pokémon,0,1,75,70,Trade,,Any,,Petilil,Grass,,20,medium_fast,0
688,942,550,Basculin,blue,Basculin (Blue-Striped Form),"red, blue",Water,,Rock Head,Adaptability,Mold Breaker,70,92,65,80,55,98,161,0,0,0,0,0,2,Hostile Pokémon,0.5,0.5,25,70,,,Any,,,Water 2,,40,medium_fast,0
689,550,550,Basculin,red,Basculin (Red-Striped Form),"red, blue",Water,,Reckless,Adaptability,Mold Breaker,70,92,65,80,55,98,161,0,0,0,0,0,2,Hostile Pokémon,0.5,0.5,25,70,,,Any,,,Water 2,,40,medium_fast,0
690,551,551,Sandile,normal,Sandile,,Ground,Dark,Intimidate,Moxie,Anger Point,50,72,35,35,35,65,58,0,1,0,0,0,0,Desert Croc Pokémon,0.5,0.5,180,70,,,Any,,,Field,,20,medium_slow,1
691,552,552,Krokorok,normal,Krokorok,,Ground,Dark,Intimidate,Moxie,Anger Point,60,82,45,45,45,74,123,0,2,0,0,0,0,Desert Croc Pokémon,0.5,0.5,90,70,Level,29,Any,,Sandile,Field,,20,medium_slow,1
692,553,553,Krookodile,normal,Krookodile,,Ground,Dark,Intimidate,Moxie,Anger Point,95,117,80,65,70,92,234,0,3,0,0,0,0,Intimidation Pokémon,0.5,0.5,45,70,Level,40,Any,,Krokorok,Field,,20,medium_slow,0
693,554,554,Darumaka,normal,Darumaka,,Fire,,Hustle,Hustle,Inner Focus,70,90,45,15,45,50,63,0,1,0,0,0,0,Zen Charm Pokémon,0.5,0.5,120,70,,,Any,,,Field,,20,medium_slow,1
694,555,555,Darmanitan,normal,Darmanitan (Standard Mode),"normal, zen",Fire,,Sheer Force,Sheer Force,Zen Mode,105,140,55,30,55,95,168,0,2,0,0,0,0,Blazing Pokémon,0.5,0.5,60,70,Level,35,Any,,Darumaka,Field,,20,medium_slow,0
695,943,555,Darmanitan,zen,Darmanitan (Zen Mode),"normal, zen",Fire,Psychic,Zen Mode,Zen Mode,Zen Mode,105,30,105,140,105,55,189,0,0,0,2,0,0,Blazing Pokémon,0.5,0.5,60,70,Level,35,Any,,Darumaka,Field,,20,medium_slow,0
696,556,556,Maractus,normal,Maractus,,Grass,,Water Absorb,Chlorophyll,Storm Drain,75,86,67,106,67,60,161,0,0,0,2,0,0,Cactus Pokémon,0.5,0.5,255,70,,,Any,,,Grass,,20,medium_fast,0
697,557,557,Dwebble,normal,Dwebble,,Bug,Rock,Sturdy,Shell Armor,Weak Armor,50,65,85,35,35,55,65,0,0,1,0,0,0,Rock Inn Pokémon,0.5,0.5,190,70,,,Any,,,Bug,Mineral,20,medium_fast,1
698,558,558,Crustle,normal,Crustle,,Bug,Rock,Sturdy,Shell Armor,Weak Armor,70,105,125,65,75,45,170,0,0,2,0,0,0,Stone Home Pokémon,0.5,0.5,75,70,Level,34,Any,,Dwebble,Bug,Mineral,20,medium_fast,0
699,559,559,Scraggy,normal,Scraggy,,Dark,Fighting,Shed Skin,Moxie,Intimidate,50,75,70,35,70,48,70,0,1,0,0,0,0,Shedding Pokémon,0.5,0.5,180,35,,,Any,,,Field,Dragon,15,medium_fast,1
700,560,560,Scrafty,normal,Scrafty,,Dark,Fighting,Shed Skin,Moxie,Intimidate,65,90,115,45,115,58,171,0,0,1,0,1,0,Hoodlum Pokémon,0.5,0.5,90,70,Level,39,Any,,Scraggy,Field,Dragon,15,medium_fast,0
701,561,561,Sigilyph,normal,Sigilyph,,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,72,58,80,103,80,97,172,0,0,0,2,0,0,Avianoid Pokémon,0.5,0.5,45,70,,,Any,,,Flying,,20,medium_fast,0
702,562,562,Yamask,normal,Yamask,,Ghost,,Mummy,Mummy,Mummy,38,30,85,55,65,30,61,0,0,1,0,0,0,Spirit Pokémon,0.5,0.5,190,70,,,Any,,,Mineral,Amorphous,25,medium_fast,1
703,563,563,Cofagrigus,normal,Cofagrigus,,Ghost,,Mummy,Mummy,Mummy,58,50,145,95,105,30,169,0,0,2,0,0,0,Coffin Pokémon,0.5,0.5,90,70,Level,34,Any,,Yamask,Mineral,Amorphous,25,medium_fast,0
704,564,564,Tirtouga,normal,Tirtouga,,Water,Rock,Solid Rock,Sturdy,Swift Swim,54,78,103,53,45,22,71,0,0,1,0,0,0,Prototurtle Pokémon,0.875,0.125,45,70,,,Any,,,Water 1,Water 3,30,medium_fast,1
705,565,565,Carracosta,normal,Carracosta,,Water,Rock,Solid Rock,Sturdy,Swift Swim,74,108,133,83,65,32,173,0,0,2,0,0,0,Prototurtle Pokémon,0.875,0.125,45,70,Level,37,Any,,Tirtouga,Water 1,Water 3,30,medium_fast,0
706,566,566,Archen,normal,Archen,,Rock,Flying,Defeatist,Defeatist,Defeatist,55,112,45,74,45,70,71,0,1,0,0,0,0,First Bird Pokémon,0.875,0.125,45,70,,,Any,,,Flying,Water 3,30,medium_fast,1
707,567,567,Archeops,normal,Archeops,,Rock,Flying,Defeatist,Defeatist,Defeatist,75,140,65,112,65,110,177,0,2,0,0,0,0,First Bird Pokémon,0.875,0.125,45,70,Level,37,Any,,Archen,Flying,Water 3,30,medium_fast,0
708,568,568,Trubbish,normal,Trubbish,,Poison,,Stench,Sticky Hold,Aftermath,50,50,62,40,62,65,66,0,0,0,0,0,1,Trash Bag Pokémon,0.5,0.5,190,70,,,Any,,,Mineral,,20,medium_fast,1
709,569,569,Garbodor,normal,Garbodor,,Poison,,Stench,Weak Armor,Aftermath,80,95,82,60,82,75,166,0,2,0,0,0,0,Trash Heap Pokémon,0.5,0.5,60,70,Level,36,Any,,Trubbish,Mineral,,20,medium_fast,0
710,570,570,Zorua,normal,Zorua,,Dark,,Illusion,Illusion,Illusion,40,65,40,80,40,65,66,0,0,0,1,0,0,Tricky Fox Pokémon,0.875,0.125,75,70,,,Any,,,Field,,25,medium_slow,1
711,571,571,Zoroark,normal,Zoroark,,Dark,,Illusion,Illusion,Illusion,60,105,60,120,60,105,179,0,0,0,2,0,0,Illusion Fox Pokémon,0.875,0.125,45,70,Level,30,Any,,Zorua,Field,,25,medium_slow,0
712,572,572,Minccino,normal,Minccino,,Normal,,Cute Charm,Technician,Skill Link,55,50,40,40,40,75,60,0,0,0,0,0,1,Chinchilla Pokémon,0.5,0.5,255,70,,,Any,,,Field,,15,fast,1
713,573,573,Cinccino,normal,Cinccino,,Normal,,Cute Charm,Technician,Skill Link,75,95,60,65,60,115,165,0,0,0,0,0,2,Scarf Pokémon,0.5,0.5,60,70,Stone,Shiny Stone,Any,,Minccino,Field,,15,fast,0
714,574,574,Gothita,normal,Gothita,,Psychic,,Frisk,Competitive,Shadow Tag,45,30,50,55,65,45,58,0,0,0,0,1,0,Fixation Pokémon,0.5,0.5,200,70,,,Any,,,Human-Like,,20,medium_slow,1
715,575,575,Gothorita,normal,Gothorita,,Psychic,,Frisk,Competitive,Shadow Tag,60,45,70,75,85,55,137,0,0,0,0,2,0,Manipulate Pokémon,0.5,0.5,100,70,Level,32,Any,,Gothita,Human-Like,,20,medium_slow,1
716,576,576,Gothitelle,normal,Gothitelle,,Psychic,,Frisk,Competitive,Shadow Tag,70,55,95,95,110,65,221,0,0,0,0,3,0,Astral Body Pokémon,0.5,0.5,50,70,Level,41,Any,,Gothorita,Human-Like,,20,medium_slow,0
717,577,577,Solosis,normal,Solosis,,Psychic,,Overcoat,Magic Guard,Regenerator,45,30,40,105,50,20,58,0,0,0,1,0,0,Cell Pokémon,0.5,0.5,200,70,,,Any,,,Amorphous,,20,medium_slow,1
718,578,578,Duosion,normal,Duosion,,Psychic,,Overcoat,Magic Guard,Regenerator,65,40,50,125,60,30,130,0,0,0,2,0,0,Mitosis Pokémon,0.5,0.5,100,70,Level,32,Any,,Solosis,Amorphous,,20,medium_slow,1
719,579,579,Reuniclus,normal,Reuniclus,,Psychic,,Overcoat,Magic Guard,Regenerator,110,65,75,125,85,30,221,0,0,0,3,0,0,Multiplying Pokémon,0.5,0.5,50,70,Level,41,Any,,Duosion,Amorphous,,20,medium_slow,0
720,580,580,Ducklett,normal,Ducklett,,Water,Flying,Keen Eye,Big Pecks,Hydration,62,44,50,44,50,55,61,1,0,0,0,0,0,Water Bird Pokémon,0.5,0.5,190,70,,,Any,,,Water 1,Flying,20,medium_fast,1
721,581,581,Swanna,normal,Swanna,,Water,Flying,Keen Eye,Big Pecks,Hydration,75,87,63,87,63,98,166,0,0,0,0,0,2,White Bird Pokémon,0.5,0.5,45,70,Level,35,Any,,Ducklett,Water 1,Flying,20,medium_fast,0
722,582,582,Vanillite,normal,Vanillite,,Ice,,Ice Body,Snow Cloak,Weak Armor,36,50,50,65,60,44,61,0,0,0,1,0,0,Fresh Snow Pokémon,0.5,0.5,255,70,,,Any,,,Mineral,,20,slow,1
723,583,583,Vanillish,normal,Vanillish,,Ice,,Ice Body,Snow Cloak,Weak Armor,51,65,65,80,75,59,138,0,0,0,2,0,0,Icy Snow Pokémon,0.5,0.5,120,70,Level,35,Any,,Vanillite,Mineral,,20,slow,1
724,584,584,Vanilluxe,normal,Vanilluxe,,Ice,,Ice Body,Snow Warning,Weak Armor,71,95,85,110,95,79,241,0,0,0,3,0,0,Snowstorm Pokémon,0.5,0.5,45,70,Level,47,Any,,Vanillish,Mineral,,20,slow,0
725,585,585,Deerling,normal,Deerling,,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,60,60,50,40,50,75,67,0,0,0,0,0,1,Season Pokémon,0.5,0.5,190,70,,,Any,,,Field,,20,medium_fast,1
729,586,586,Sawsbuck,normal,Sawsbuck,,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,80,100,70,60,70,95,166,0,2,0,0,0,0,Season Pokémon,0.5,0.5,75,70,Level,34,Any,,Deerling,Field,,20,medium_fast,0
733,587,587,Emolga,normal,Emolga,,Electric,Flying,Static,Static,Motor Drive,55,75,60,75,60,103,150,0,0,0,0,0,2,Sky Squirrel Pokémon,0.5,0.5,200,70,,,Any,,,Field,,20,medium_fast,0
734,588,588,Karrablast,normal,Karrablast,,Bug,,Swarm,Shed Skin,No Guard,50,75,45,40,45,60,63,0,1,0,0,0,0,Clamping Pokémon,0.5,0.5,200,70,,,Any,,,Bug,,15,medium_fast,1
735,589,589,Escavalier,normal,Escavalier,,Bug,Steel,Swarm,Shell Armor,Overcoat,70,135,105,60,105,20,173,0,2,0,0,0,0,Cavalry Pokémon,0.5,0.5,75,70,Trade,,Any,Trade Karrablast for Shelmet,Karrablast,Bug,,15,medium_fast,0
736,590,590,Foongus,normal,Foongus,,Grass,Poison,Effect Spore,Effect Spore,Regenerator,69,55,45,55,55,15,59,1,0,0,0,0,0,Mushroom Pokémon,0.5,0.5,190,70,,,Any,,,Grass,,20,medium_fast,1
737,591,591,Amoonguss,normal,Amoonguss,,Grass,Poison,Effect Spore,Effect Spore,Regenerator,114,85,70,85,80,30,162,2,0,0,0,0,0,Mushroom Pokémon,0.5,0.5,75,70,Level,39,Any,,Foongus,Grass,,20,medium_fast,0
738,592,592,Frillish,normal,Frillish,,Water,Ghost,Water Absorb,Cursed Body,Damp,55,40,50,65,85,40,67,0,0,0,0,1,0,Floating Pokémon,0.5,0.5,190,70,,,Any,,,Amorphous,,20,medium_fast,1
739,593,593,Jellicent,normal,Jellicent,,Water,Ghost,Water Absorb,Cursed Body,Damp,100,60,70,85,105,60,168,0,0,0,0,2,0,Floating Pokémon,0.5,0.5,60,70,Level,40,Any,,Frillish,Amorphous,,20,medium_fast,0
740,594,594,Alomomola,normal,Alomomola,,Water,,Healer,Hydration,Regenerator,165,75,80,40,45,65,165,2,0,0,0,0,0,Caring Pokémon,0.5,0.5,75,70,,,Any,,,Water 1,Water 2,40,fast,0
741,595,595,Joltik,normal,Joltik,,Bug,Electric,Compound Eyes,Unnerve,Swarm,50,47,50,57,50,65,64,0,0,0,0,0,1,Attaching Pokémon,0.5,0.5,190,70,,,Any,,,Bug,,20,medium_fast,1
742,596,596,Galvantula,normal,Galvantula,,Bug,Electric,Compound Eyes,Unnerve,Swarm,70,77,60,97,60,108,165,0,0,0,0,0,2,EleSpider Pokémon,0.5,0.5,75,70,Level,36,Any,,Joltik,Bug,,20,medium_fast,0
743,597,597,Ferroseed,normal,Ferroseed,,Grass,Steel,Iron Barbs,Iron Barbs,Iron Barbs,44,50,91,24,86,10,61,0,0,1,0,0,0,Thorn Seed Pokémon,0.5,0.5,255,70,,,Any,,,Grass,Mineral,20,medium_fast,1
744,598,598,Ferrothorn,normal,Ferrothorn,,Grass,Steel,Iron Barbs,Iron Barbs,Anticipation,74,94,131,54,116,20,171,0,0,2,0,0,0,Thorn Pod Pokémon,0.5,0.5,90,70,Level,40,Any,,Ferroseed,Grass,Mineral,20,medium_fast,0
745,599,599,Klink,normal,Klink,,Steel,,Plus,Minus,Clear Body,40,55,70,45,60,30,60,0,0,1,0,0,0,Gear Pokémon,0.5,0.5,130,70,,,Any,,,Mineral,,20,medium_slow,1
746,600,600,Klang,normal,Klang,,Steel,,Plus,Minus,Clear Body,60,80,95,70,85,50,154,0,0,2,0,0,0,Gear Pokémon,0.5,0.5,60,70,Level,38,Any,,Klink,Mineral,,20,medium_slow,1
747,601,601,Klinklang,normal,Klinklang,,Steel,,Plus,Minus,Clear Body,60,100,115,70,85,90,234,0,0,3,0,0,0,Gear Pokémon,0.5,0.5,30,70,Level,49,Any,,Klang,Mineral,,20,medium_slow,0
748,602,602,Tynamo,normal,Tynamo,,Electric,,Levitate,Levitate,Levitate,35,55,40,45,40,60,55,0,0,0,0,0,1,EleFish Pokémon,0.5,0.5,190,70,,,Any,,,Amorphous,,20,slow,1
749,603,603,Eelektrik,normal,Eelektrik,,Electric,,Levitate,Levitate,Levitate,65,85,70,75,70,40,142,0,2,0,0,0,0,EleFish Pokémon,0.5,0.5,60,70,Level,39,Any,,Tynamo,Amorphous,,20,slow,1
750,604,604,Eelektross,normal,Eelektross,,Electric,,Levitate,Levitate,Levitate,85,115,80,105,80,50,232,0,3,0,0,0,0,EleFish Pokémon,0.5,0.5,30,70,Stone,Thunder Stone,Any,,Eelektrik,Amorphous,,20,slow,0
